order_id,timestamp,side,type,price,quantity
240,13242.937,SELL,LIMIT,100.05,10
241,13306.797,SELL,MARKET,,12
242,13454.82,BUY,MARKET,,8
243,13513.46,SELL,LIMIT,100.06,6
244,13567.729,SELL,LIMIT,100.01,19
245,13589.599,SELL,LIMIT,100.02,6
246,13602.335,SELL,LIMIT,100.06,10
247,13643.439,SELL,LIMIT,100.06,15
248,13668.527,BUY,LIMIT,100.0,14
249,13697.731,SELL,LIMIT,100.1,6
250,13713.577,BUY,LIMIT,99.96,11
251,13716.273,SELL,LIMIT,100.02,21
252,13742.393,SELL,LIMIT,100.07,7
253,13745.443,BUY,LIMIT,100.0,51
254,13747.343,SELL,LIMIT,100.02,8
255,13885.265,SELL,LIMIT,100.03,11
256,14088.974,SELL,LIMIT,100.06,9
257,14184.184,SELL,LIMIT,100.03,5
258,14199.055,BUY,LIMIT,99.94,13
259,14208.704,SELL,LIMIT,100.05,7
260,14228.252,BUY,LIMIT,99.99,5
261,14228.828,SELL,LIMIT,100.03,6
262,14254.822,SELL,LIMIT,100.07,20
263,14267.3,SELL,LIMIT,100.07,12
264,14307.14,BUY,LIMIT,99.96,16
265,14344.416,SELL,MARKET,,11
266,14384.08,BUY,LIMIT,100.0,7
267,14390.259,SELL,MARKET,,11
268,14420.464,SELL,LIMIT,100.01,8
269,14484.701,SELL,LIMIT,100.06,11
270,14505.821,BUY,LIMIT,99.98,7
271,14578.406,SELL,LIMIT,100.09,5
272,14602.106,BUY,LIMIT,99.97,5
273,14639.735,BUY,LIMIT,99.94,25
274,14703.221,SELL,LIMIT,100.02,8
275,14841.779,BUY,MARKET,,15
276,14979.409,BUY,LIMIT,99.99,12
277,15046.867,SELL,LIMIT,100.01,10
278,15131.45,SELL,LIMIT,100.07,15
279,15235.928,BUY,LIMIT,100.0,12
280,15302.369,SELL,LIMIT,100.02,6
281,15326.364,SELL,LIMIT,100.04,8
282,15364.966,BUY,LIMIT,99.95,73
283,15405.707,SELL,LIMIT,100.0,13
284,15421.338,BUY,LIMIT,99.99,26
285,15462.256,BUY,LIMIT,99.98,10
286,15508.624,SELL,LIMIT,100.03,16
287,15546.765,SELL,LIMIT,100.02,10
288,15745.776,SELL,LIMIT,100.01,8
289,15758.281,BUY,LIMIT,99.87,11
290,15766.549,BUY,LIMIT,99.9,10
291,15824.284,SELL,LIMIT,100.03,10
292,15903.515,BUY,LIMIT,99.94,25
293,15954.849,BUY,LIMIT,99.95,12
294,15963.036,SELL,LIMIT,99.99,16
295,15996.041,BUY,MARKET,,11
296,16033.731,SELL,MARKET,,27
297,16115.769,BUY,LIMIT,99.91,5
298,16130.314,SELL,LIMIT,99.95,24
299,16144.248,BUY,LIMIT,99.87,12
300,16170.231,SELL,MARKET,,10
301,16246.942,BUY,LIMIT,99.84,16
302,16262.752,SELL,LIMIT,99.98,14
303,16325.116,BUY,LIMIT,99.9,16
304,16381.626,SELL,LIMIT,100.0,26
305,16385.71,SELL,MARKET,,7
306,16406.531,SELL,LIMIT,99.98,19
307,16436.472,SELL,LIMIT,99.97,5
308,16460.38,SELL,LIMIT,100.01,18
309,16527.668,SELL,MARKET,,8
310,16534.775,SELL,LIMIT,99.99,9
311,16556.616,SELL,LIMIT,99.95,7
312,16621.137,BUY,LIMIT,99.93,9
313,16639.052,BUY,MARKET,,9
314,16672.156,SELL,LIMIT,99.95,14
315,16683.036,BUY,LIMIT,99.8,6
316,16764.538,SELL,LIMIT,99.99,6
317,16911.675,SELL,LIMIT,100.05,20
318,16971.04,BUY,LIMIT,99.89,16
319,17105.502,BUY,LIMIT,99.86,24
320,17167.115,SELL,LIMIT,99.91,12
321,17185.151,BUY,LIMIT,99.83,10
322,17220.474,SELL,LIMIT,99.98,3
323,17258.965,BUY,MARKET,,5
324,17268.062,BUY,LIMIT,99.87,4
325,17273.661,SELL,LIMIT,99.97,12
326,17286.15,SELL,LIMIT,99.96,13
327,17589.952,BUY,LIMIT,99.8,14
328,17610.961,BUY,LIMIT,99.9,9
329,17613.246,BUY,MARKET,,8
330,17693.731,BUY,LIMIT,99.9,7
331,17724.731,SELL,LIMIT,99.96,13
332,17791.585,SELL,LIMIT,99.96,13
333,17861.367,BUY,LIMIT,99.88,11
334,17872.341,SELL,LIMIT,99.97,20
335,17896.945,BUY,LIMIT,99.86,19
336,17958.151,BUY,LIMIT,99.92,7
337,17981.516,SELL,LIMIT,99.94,9
338,18031.978,BUY,LIMIT,99.91,6
339,18061.961,SELL,LIMIT,99.96,6
340,18103.19,SELL,LIMIT,99.97,15
341,18112.341,BUY,LIMIT,99.93,4
342,18154.037,SELL,LIMIT,99.96,17
343,18240.507,SELL,LIMIT,100.13,14
344,18604.642,SELL,LIMIT,100.01,14
345,18687.864,SELL,LIMIT,99.98,8
346,18764.684,BUY,LIMIT,99.91,11
347,18773.903,SELL,LIMIT,99.98,12
348,18938.438,SELL,LIMIT,100.17,15
349,19038.963,BUY,LIMIT,99.88,23
350,19072.577,SELL,LIMIT,99.98,16
351,19141.853,SELL,LIMIT,100.0,19
352,19235.773,SELL,LIMIT,100.01,19
353,19255.267,SELL,LIMIT,99.97,2
354,19359.882,SELL,LIMIT,99.97,16
355,19385.119,BUY,LIMIT,99.94,6
356,19389.176,BUY,LIMIT,99.92,5
357,19395.602,SELL,LIMIT,99.99,7
358,19477.585,SELL,LIMIT,99.97,5
359,19581.357,BUY,MARKET,,12
360,19590.32,BUY,LIMIT,99.95,7
361,19688.612,BUY,MARKET,,8
362,19766.902,SELL,LIMIT,99.96,14
363,19783.67,BUY,LIMIT,99.9,7
364,19819.288,SELL,LIMIT,99.97,10
365,19853.904,BUY,LIMIT,99.8,11
366,19911.338,SELL,LIMIT,100.03,10
367,19946.1,SELL,LIMIT,99.98,11
368,19962.35,BUY,LIMIT,99.96,20
369,19987.124,BUY,LIMIT,99.95,18
370,20001.142,BUY,LIMIT,99.94,5
371,20068.622,BUY,LIMIT,99.92,11
372,20132.408,SELL,MARKET,,15
373,20241.168,BUY,LIMIT,99.94,10
374,20425.713,BUY,LIMIT,99.95,7
375,20499.926,BUY,LIMIT,99.95,6
376,20524.068,BUY,LIMIT,99.89,19
377,20591.55,BUY,LIMIT,99.94,14
378,20595.605,BUY,LIMIT,99.87,4
379,20612.19,SELL,LIMIT,100.02,11
380,20660.928,SELL,LIMIT,100.01,14
381,20776.28,BUY,LIMIT,99.88,16
382,20776.762,BUY,LIMIT,99.97,14
383,20788.245,SELL,LIMIT,99.99,23
384,20848.585,SELL,LIMIT,99.99,11
385,21015.1,SELL,LIMIT,99.99,28
386,21081.568,SELL,LIMIT,99.98,2
387,21125.507,BUY,LIMIT,99.93,8
388,21292.608,SELL,LIMIT,99.97,6
389,21350.535,BUY,LIMIT,99.88,3
390,21523.265,BUY,LIMIT,99.94,8
391,21592.197,BUY,LIMIT,99.88,7
392,21643.934,SELL,LIMIT,99.96,22
393,21648.759,SELL,MARKET,,22
394,21713.205,BUY,LIMIT,99.93,2
395,21729.283,BUY,MARKET,,12
396,21746.768,SELL,MARKET,,8
397,21757.891,BUY,LIMIT,99.9,16
398,21797.211,SELL,LIMIT,100.0,9
399,21816.412,BUY,LIMIT,99.89,11
400,22208.338,BUY,LIMIT,99.93,12
401,22275.129,BUY,LIMIT,99.79,2
402,22513.761,BUY,LIMIT,99.93,15
403,22558.532,SELL,LIMIT,100.0,11
404,22779.7,SELL,LIMIT,99.97,3
405,22780.706,BUY,LIMIT,99.92,16
406,22790.474,SELL,MARKET,,3
407,22798.112,SELL,LIMIT,99.98,21
408,22803.437,SELL,MARKET,,12
409,22976.712,SELL,LIMIT,100.01,6
410,23035.03,BUY,LIMIT,99.84,21
411,23293.247,BUY,LIMIT,99.94,23
412,23344.28,SELL,MARKET,,14
413,23546.215,BUY,LIMIT,99.89,14
414,23546.788,BUY,LIMIT,99.91,29
415,23549.256,SELL,LIMIT,100.02,10
416,23588.741,SELL,LIMIT,99.96,14
417,23618.75,BUY,LIMIT,99.91,6
418,23684.586,BUY,LIMIT,99.76,8
419,23731.324,BUY,MARKET,,8
420,23861.221,SELL,LIMIT,99.95,5
421,23901.109,BUY,MARKET,,24
422,23933.837,BUY,LIMIT,99.87,25
423,23939.974,SELL,LIMIT,100.03,5
424,23964.486,SELL,LIMIT,99.96,6
425,23977.311,BUY,LIMIT,99.88,3
426,24059.871,BUY,LIMIT,99.85,18
427,24098.212,SELL,LIMIT,99.96,7
428,24194.399,BUY,MARKET,,14
429,24402.321,BUY,MARKET,,22
430,24417.233,BUY,MARKET,,11
431,24514.348,SELL,LIMIT,99.94,16
432,24590.439,SELL,MARKET,,12
433,24757.819,BUY,LIMIT,99.9,6
434,24778.889,SELL,LIMIT,99.94,11
435,24794.997,SELL,MARKET,,18
436,24808.56,SELL,LIMIT,100.01,8
437,24842.386,BUY,LIMIT,99.9,4
438,24916.754,SELL,LIMIT,99.96,5
439,25039.095,SELL,LIMIT,100.01,20
440,25047.752,SELL,MARKET,,6
441,25172.823,BUY,LIMIT,99.86,10
442,25179.435,BUY,LIMIT,99.88,11
443,25188.362,BUY,LIMIT,99.9,4
444,25355.865,BUY,LIMIT,99.88,7
445,25356.878,BUY,LIMIT,99.93,5
446,25500.117,SELL,LIMIT,99.97,8
447,25531.551,SELL,LIMIT,99.97,22
448,25576.593,SELL,LIMIT,99.99,8
449,25596.255,SELL,LIMIT,100.09,12
450,25632.672,BUY,LIMIT,99.88,14
451,25689.762,BUY,LIMIT,99.72,7
452,25714.336,BUY,LIMIT,99.9,17
453,25746.624,SELL,LIMIT,100.04,7
454,25753.469,BUY,LIMIT,99.86,12
455,25766.106,SELL,LIMIT,100.06,7
456,25797.264,SELL,MARKET,,14
457,25845.73,BUY,LIMIT,99.87,8
458,25848.509,BUY,MARKET,,6
459,25890.638,BUY,LIMIT,99.91,17
460,25940.49,SELL,LIMIT,99.97,4
461,25949.723,BUY,LIMIT,99.91,3
462,25999.909,SELL,LIMIT,99.99,9
463,26019.355,BUY,MARKET,,8
464,26054.347,BUY,MARKET,,9
465,26091.477,BUY,LIMIT,99.88,8
466,26239.383,SELL,MARKET,,10
467,26301.469,BUY,LIMIT,99.95,21
468,26346.53,BUY,LIMIT,99.98,14
469,26370.452,SELL,LIMIT,100.0,17
470,26388.365,BUY,LIMIT,99.98,11
471,26477.156,BUY,LIMIT,99.92,10
472,26552.4,BUY,LIMIT,99.97,5
473,26672.996,SELL,LIMIT,100.02,28
474,26681.072,BUY,LIMIT,99.99,7
475,26905.069,SELL,LIMIT,100.01,3
476,26923.818,BUY,MARKET,,29
477,26933.166,SELL,LIMIT,100.03,15
478,26954.148,SELL,LIMIT,100.03,30
479,26986.676,BUY,MARKET,,12
480,27129.446,BUY,LIMIT,99.95,26
481,27139.445,SELL,LIMIT,100.07,22
482,27172.929,SELL,MARKET,,7
483,27233.895,BUY,LIMIT,99.95,7
484,27294.19,SELL,LIMIT,100.01,6
485,27318.487,BUY,MARKET,,25
486,27350.164,BUY,MARKET,,10
487,27525.734,BUY,LIMIT,99.97,9
488,27530.341,SELL,LIMIT,100.15,9
489,27570.166,BUY,LIMIT,99.86,36
490,27611.481,SELL,LIMIT,100.03,6
491,27641.78,SELL,LIMIT,100.03,9
492,27695.56,SELL,LIMIT,100.05,20
493,27718.972,BUY,LIMIT,99.96,36
494,27745.287,BUY,LIMIT,99.88,8
495,27821.317,SELL,MARKET,,3
496,27912.16,BUY,LIMIT,99.97,5
497,27949.95,SELL,LIMIT,100.02,11
498,27959.703,BUY,LIMIT,99.98,7
499,28066.852,SELL,LIMIT,100.03,13
500,28092.216,SELL,LIMIT,100.0,7
501,28161.217,SELL,LIMIT,100.1,12
502,28210.148,SELL,LIMIT,100.0,5
503,28260.798,BUY,LIMIT,99.96,44
504,28322.713,SELL,LIMIT,100.04,9
505,28325.627,BUY,LIMIT,99.96,14
506,28364.581,SELL,MARKET,,11
507,28441.276,SELL,LIMIT,100.03,8
508,28518.861,SELL,LIMIT,100.04,14
509,28620.431,SELL,LIMIT,100.14,18
510,28690.778,BUY,LIMIT,99.9,8
511,28748.167,BUY,LIMIT,100.02,5
512,28763.51,SELL,MARKET,,6
513,28765.548,BUY,LIMIT,99.98,17
514,28843.558,SELL,MARKET,,16
515,29000.872,BUY,LIMIT,100.01,11
516,29022.365,SELL,LIMIT,100.03,9
517,29092.108,BUY,MARKET,,8
518,29143.506,BUY,LIMIT,99.97,21
519,29182.358,BUY,LIMIT,99.95,5
520,29211.848,SELL,LIMIT,100.02,13
521,29221.008,BUY,LIMIT,100.01,12
522,29278.831,BUY,LIMIT,99.95,7
523,29282.574,BUY,MARKET,,13
524,29286.377,SELL,LIMIT,100.07,7
525,29310.931,SELL,LIMIT,100.05,15
526,29362.212,BUY,LIMIT,100.0,12
527,29493.799,SELL,LIMIT,100.05,9
528,29547.846,BUY,LIMIT,100.02,6
529,29587.299,BUY,LIMIT,99.95,11
530,29626.95,SELL,LIMIT,100.09,13
531,29744.976,BUY,LIMIT,100.03,15
532,29754.981,BUY,LIMIT,99.94,11
533,29758.468,BUY,LIMIT,100.01,8
534,29811.747,SELL,LIMIT,100.13,7
535,29859.647,BUY,LIMIT,100.01,7
536,29859.89,BUY,LIMIT,99.97,7
537,29916.796,SELL,LIMIT,100.04,6
538,29926.461,BUY,LIMIT,99.94,4
539,29941.735,BUY,LIMIT,99.94,26
540,30025.472,SELL,LIMIT,100.04,5
541,30137.681,SELL,LIMIT,100.04,4
542,30182.213,SELL,MARKET,,10
543,30204.83,BUY,LIMIT,99.96,11
544,30240.921,BUY,LIMIT,99.91,16
545,30263.142,SELL,LIMIT,100.04,4
546,30299.62,SELL,LIMIT,100.13,12
547,30472.416,SELL,LIMIT,100.06,11
548,30525.435,BUY,LIMIT,100.02,24
549,30547.197,SELL,LIMIT,100.08,12
550,30554.678,BUY,MARKET,,12
551,30565.024,BUY,LIMIT,100.01,8
552,30621.256,BUY,LIMIT,99.99,9
553,30628.097,BUY,MARKET,,11
554,30636.039,SELL,LIMIT,100.06,32
555,30701.132,SELL,LIMIT,100.05,12
556,30733.989,SELL,LIMIT,100.1,15
557,30787.878,BUY,LIMIT,100.01,9
558,30800.934,BUY,MARKET,,10
559,30809.034,BUY,LIMIT,99.98,10
560,30841.947,BUY,LIMIT,99.95,14
561,30865.078,SELL,LIMIT,100.07,16
562,30909.542,BUY,LIMIT,99.99,3
563,30948.776,BUY,MARKET,,10
564,30972.278,SELL,LIMIT,100.01,8
565,30987.422,SELL,LIMIT,100.04,23
566,30998.81,SELL,LIMIT,100.04,2
567,31041.907,SELL,LIMIT,100.09,19
568,31071.49,BUY,MARKET,,10
569,31152.176,BUY,LIMIT,99.88,9
570,31164.712,BUY,LIMIT,99.9,7
571,31181.589,BUY,LIMIT,99.94,13
572,31192.853,SELL,LIMIT,100.09,10
573,31240.603,BUY,LIMIT,99.98,7
574,31295.985,BUY,LIMIT,99.97,3
575,31419.245,SELL,LIMIT,100.05,11
576,31552.004,BUY,LIMIT,100.0,13
577,31721.156,SELL,LIMIT,100.09,24
578,31752.032,BUY,LIMIT,100.01,6
579,31764.479,BUY,LIMIT,100.01,7
580,31824.815,BUY,LIMIT,100.01,15
581,31865.248,SELL,LIMIT,100.04,11
582,31933.8,SELL,LIMIT,100.04,7
583,31946.817,BUY,LIMIT,100.01,14
584,31950.904,SELL,LIMIT,100.1,10
585,31983.821,SELL,LIMIT,100.21,5
586,32107.672,SELL,LIMIT,100.08,10
587,32142.578,BUY,LIMIT,100.03,10
588,32143.0,BUY,LIMIT,100.04,4
589,32153.361,BUY,LIMIT,99.92,8
590,32180.938,SELL,LIMIT,100.08,9
591,32374.753,BUY,LIMIT,100.0,20
592,32471.757,BUY,LIMIT,99.99,10
593,32499.125,SELL,LIMIT,100.06,12
594,32524.533,BUY,MARKET,,18
595,32574.227,SELL,LIMIT,100.07,14
596,32595.318,BUY,LIMIT,100.0,13
597,32647.79,BUY,LIMIT,100.03,7
598,32722.316,BUY,LIMIT,100.03,12
599,32731.486,SELL,LIMIT,100.1,3
600,32735.607,BUY,LIMIT,100.01,17
601,32760.771,SELL,LIMIT,100.09,9
602,32857.051,BUY,LIMIT,99.93,12
603,32866.182,BUY,MARKET,,24
604,32867.518,BUY,MARKET,,11
605,33001.629,SELL,LIMIT,100.1,9
606,33039.035,BUY,MARKET,,2
607,33138.879,SELL,LIMIT,100.04,27
608,33183.56,SELL,LIMIT,100.08,7
609,33222.35,BUY,LIMIT,100.02,7
610,33222.355,BUY,LIMIT,100.02,24
611,33222.814,SELL,LIMIT,100.12,11
612,33329.736,SELL,LIMIT,100.11,24
613,33342.197,SELL,LIMIT,100.07,22
614,33401.393,SELL,LIMIT,100.08,7
615,33404.939,SELL,MARKET,,9
616,33465.217,BUY,LIMIT,100.02,20
617,33471.896,BUY,LIMIT,100.02,10
618,33490.563,SELL,LIMIT,100.07,16
619,33583.313,BUY,LIMIT,100.01,11
620,33696.337,SELL,LIMIT,100.04,14
621,33770.088,BUY,LIMIT,100.02,8
622,33806.905,SELL,LIMIT,100.15,25
623,33846.784,SELL,LIMIT,100.03,9
