fill_id,order_id,timestamp,side,price,quantity,is_maker
82,217,11921.1,BUY,100.01,4,0
83,218,11963.5,BUY,100.01,6,0
84,218,11963.5,BUY,100.01,10,0
85,219,12036.8,BUY,100.01,2,0
86,219,12036.8,BUY,100.01,6,0
87,220,12068.2,SELL,99.98,7,0
88,220,12068.2,SELL,99.98,14,0
89,226,12346,SELL,100,4,0
90,229,12484.2,BUY,100.01,11,0
91,229,12484.2,BUY,100.01,8,0
92,234,13073.2,SELL,100,5,0
93,234,13073.2,SELL,100,6,0
94,241,13306.8,SELL,100,6,0
95,241,13306.8,SELL,99.98,6,0
96,242,13454.8,BUY,100.01,6,0
97,242,13454.8,BUY,100.01,2,0
98,265,14344.4,SELL,100,11,0
99,267,14390.3,SELL,100,3,0
100,267,14390.3,SELL,100,8,0
101,275,14841.8,BUY,100.01,2,0
102,275,14841.8,BUY,100.01,7,0
103,275,14841.8,BUY,100.01,6,0
104,283,15405.7,SELL,100,13,0
105,294,15963,SELL,100,16,0
106,295,15996,BUY,100.01,9,0
107,295,15996,BUY,100.01,2,0
108,296,16033.7,SELL,100,14,0
109,296,16033.7,SELL,100,7,0
110,296,16033.7,SELL,100,6,0
111,298,16130.3,SELL,100,6,0
112,298,16130.3,SELL,99.99,5,0
113,298,16130.3,SELL,99.99,12,0
114,298,16130.3,SELL,99.99,1,0
115,300,16170.2,SELL,99.99,10,0
116,302,16262.8,SELL,99.99,14,0
117,305,16385.7,SELL,99.99,1,0
118,305,16385.7,SELL,99.98,6,0
119,306,16406.5,SELL,99.98,2,0
120,306,16406.5,SELL,99.98,10,0
121,306,16406.5,SELL,99.98,7,0
122,307,16436.5,SELL,99.98,5,0
123,309,16527.7,SELL,99.98,5,0
124,309,16527.7,SELL,99.97,3,0
125,311,16556.6,SELL,99.97,2,0
126,311,16556.6,SELL,99.97,5,0
127,313,16639.1,BUY,99.99,9,0
128,314,16672.2,SELL,99.97,11,0
129,314,16672.2,SELL,99.97,3,0
130,320,17167.1,SELL,99.97,12,0
131,323,17259,BUY,99.98,3,0
132,323,17259,BUY,99.99,2,0
133,325,17273.7,SELL,99.97,11,0
134,325,17273.7,SELL,99.97,1,0
135,326,17286.2,SELL,99.97,4,0
136,326,17286.2,SELL,99.96,9,0
137,329,17613.2,BUY,99.99,4,0
138,329,17613.2,BUY,100,4,0
139,331,17724.7,SELL,99.96,6,0
140,331,17724.7,SELL,99.96,7,0
141,332,17791.6,SELL,99.96,3,0
142,332,17791.6,SELL,99.96,10,0
143,337,17981.5,SELL,99.96,5,0
144,337,17981.5,SELL,99.96,4,0
145,339,18062,SELL,99.96,3,0
146,339,18062,SELL,99.96,3,0
147,342,18154,SELL,99.96,4,0
148,342,18154,SELL,99.96,13,0
149,359,19581.4,BUY,99.97,12,0
150,361,19688.6,BUY,99.97,8,0
151,362,19766.9,SELL,99.96,1,0
152,362,19766.9,SELL,99.96,9,0
153,362,19766.9,SELL,99.96,4,0
154,372,20132.4,SELL,99.96,4,0
155,372,20132.4,SELL,99.96,5,0
156,372,20132.4,SELL,99.96,6,0
157,382,20776.8,BUY,99.97,14,0
158,392,21643.9,SELL,99.96,22,0
159,393,21648.8,SELL,99.96,2,0
160,393,21648.8,SELL,99.96,11,0
161,393,21648.8,SELL,99.96,9,0
162,395,21729.3,BUY,99.97,1,0
163,395,21729.3,BUY,99.97,2,0
164,395,21729.3,BUY,99.97,9,0
165,396,21746.8,SELL,99.96,7,0
166,396,21746.8,SELL,99.96,1,0
167,406,22790.5,SELL,99.96,3,0
168,408,22803.4,SELL,99.96,12,0
169,412,23344.3,SELL,99.96,4,0
170,412,23344.3,SELL,99.95,7,0
171,412,23344.3,SELL,99.95,3,0
172,419,23731.3,BUY,99.96,8,0
173,420,23861.2,SELL,99.95,5,0
174,421,23901.1,BUY,99.96,6,0
175,421,23901.1,BUY,99.97,7,0
176,421,23901.1,BUY,99.97,5,0
177,421,23901.1,BUY,99.97,6,0
178,428,24194.4,BUY,99.96,6,0
179,428,24194.4,BUY,99.96,7,0
180,428,24194.4,BUY,99.97,1,0
181,429,24402.3,BUY,99.97,3,0
182,429,24402.3,BUY,99.97,6,0
183,429,24402.3,BUY,99.97,3,0
184,429,24402.3,BUY,99.98,8,0
185,429,24402.3,BUY,99.98,2,0
186,430,24417.2,BUY,99.98,10,0
187,430,24417.2,BUY,99.98,1,0
188,431,24514.3,SELL,99.95,4,0
189,431,24514.3,SELL,99.95,12,0
190,432,24590.4,SELL,99.95,4,0
191,432,24590.4,SELL,99.95,8,0
192,434,24778.9,SELL,99.95,11,0
193,435,24795,SELL,99.95,12,0
194,435,24795,SELL,99.95,6,0
195,440,25047.8,SELL,99.95,6,0
196,456,25797.3,SELL,99.95,4,0
197,456,25797.3,SELL,99.95,10,0
198,458,25848.5,BUY,99.96,5,0
199,458,25848.5,BUY,99.97,1,0
200,463,26019.4,BUY,99.97,7,0
201,463,26019.4,BUY,99.97,1,0
202,464,26054.3,BUY,99.97,9,0
203,466,26239.4,SELL,99.95,4,0
204,466,26239.4,SELL,99.95,6,0
205,468,26346.5,BUY,99.97,12,0
206,468,26346.5,BUY,99.97,2,0
207,470,26388.4,BUY,99.97,2,0
208,470,26388.4,BUY,99.98,9,0
209,474,26681.1,BUY,99.98,6,0
210,474,26681.1,BUY,99.98,1,0
211,476,26923.8,BUY,99.98,10,0
212,476,26923.8,BUY,99.98,2,0
213,476,26923.8,BUY,99.98,17,0
214,479,26986.7,BUY,99.98,4,0
215,479,26986.7,BUY,99.99,7,0
216,479,26986.7,BUY,99.99,1,0
217,482,27172.9,SELL,99.97,5,0
218,482,27172.9,SELL,99.95,2,0
219,485,27318.5,BUY,99.99,22,0
220,485,27318.5,BUY,99.99,3,0
221,486,27350.2,BUY,99.99,8,0
222,486,27350.2,BUY,99.99,2,0
223,495,27821.3,SELL,99.97,3,0
224,506,28364.6,SELL,99.98,7,0
225,506,28364.6,SELL,99.97,4,0
226,511,28748.2,BUY,99.99,5,0
227,512,28763.5,SELL,99.97,2,0
228,512,28763.5,SELL,99.97,4,0
229,514,28843.6,SELL,99.98,16,0
230,515,29000.9,BUY,99.99,11,0
231,517,29092.1,BUY,99.99,8,0
232,521,29221,BUY,99.99,2,0
233,521,29221,BUY,99.99,8,0
234,521,29221,BUY,99.99,2,0
235,523,29282.6,BUY,99.99,7,0
236,523,29282.6,BUY,100,6,0
237,526,29362.2,BUY,100,12,0
238,528,29547.8,BUY,100,4,0
239,528,29547.8,BUY,100,2,0
240,531,29745,BUY,100,15,0
241,533,29758.5,BUY,100,2,0
242,533,29758.5,BUY,100,6,0
243,535,29859.6,BUY,100,3,0
244,535,29859.6,BUY,100,4,0
245,542,30182.2,SELL,99.98,1,0
246,542,30182.2,SELL,99.97,1,0
247,542,30182.2,SELL,99.97,8,0
248,548,30525.4,BUY,100,7,0
249,548,30525.4,BUY,100,17,0
250,550,30554.7,BUY,100,7,0
251,550,30554.7,BUY,100,5,0
252,551,30565,BUY,100.01,8,0
253,553,30628.1,BUY,100.01,9,0
254,553,30628.1,BUY,100.01,2,0
255,557,30787.9,BUY,100.01,6,0
256,557,30787.9,BUY,100.01,3,0
257,558,30800.9,BUY,100.01,7,0
258,558,30800.9,BUY,100.01,3,0
259,563,30948.8,BUY,100.01,5,0
260,563,30948.8,BUY,100.01,5,0
261,568,31071.5,BUY,100.01,10,0
262,578,31752,BUY,100.01,3,0
263,578,31752,BUY,100.01,3,0
264,579,31764.5,BUY,100.01,7,0
265,580,31824.8,BUY,100.01,4,0
266,580,31824.8,BUY,100.01,11,0
267,583,31946.8,BUY,100.01,8,0
268,583,31946.8,BUY,100.01,6,0
269,587,32142.6,BUY,100.01,8,0
270,587,32142.6,BUY,100.01,2,0
271,588,32143,BUY,100.01,4,0
272,594,32524.5,BUY,100.01,8,0
273,594,32524.5,BUY,100.01,10,0
274,597,32647.8,BUY,100.01,7,0
275,598,32722.3,BUY,100.01,3,0
276,598,32722.3,BUY,100.01,3,0
277,598,32722.3,BUY,100.01,6,0
278,600,32735.6,BUY,100.01,8,0
279,603,32866.2,BUY,100.02,20,0
280,603,32866.2,BUY,100.02,4,0
281,604,32867.5,BUY,100.02,5,0
282,604,32867.5,BUY,100.02,6,0
283,606,33039,BUY,100.02,1,0
284,606,33039,BUY,100.02,1,0
285,609,33222.3,BUY,100.02,7,0
286,610,33222.4,BUY,100.02,13,0
287,610,33222.4,BUY,100.02,6,0
288,610,33222.4,BUY,100.02,5,0
289,615,33404.9,SELL,100.01,9,0
290,616,33465.2,BUY,100.02,1,0
291,616,33465.2,BUY,100.02,16,0
292,616,33465.2,BUY,100.02,3,0
293,617,33471.9,BUY,100.02,6,0
294,617,33471.9,BUY,100.02,4,0
295,621,33770.1,BUY,100.02,8,0
296,625,33908.1,BUY,100.02,7,0
297,625,33908.1,BUY,100.02,2,0
298,627,34221.3,BUY,100.02,16,0
299,629,34381.6,BUY,100.02,1,0
300,629,34381.6,BUY,100.02,5,0
301,639,34890.3,SELL,100.01,11,0
302,639,34890.3,SELL,100,13,0
303,639,34890.3,SELL,100,2,0
304,644,35210.4,SELL,100,18,0
305,644,35210.4,SELL,100,4,0
306,648,35527.3,BUY,100.02,1,0
307,648,35527.3,BUY,100.02,9,0
308,651,35786.8,SELL,100,9,0
309,651,35786.8,SELL,99.99,8,0
310,664,36507.8,SELL,99.99,1,0
311,664,36507.8,SELL,99.99,3,0
312,664,36507.8,SELL,99.99,5,0
313,665,36603.3,SELL,99.99,5,0
314,665,36603.3,SELL,99.99,24,0
315,667,36627.5,BUY,100,6,0
316,667,36627.5,BUY,100.02,12,0
317,667,36627.5,BUY,100.02,1,0
318,668,36661.2,BUY,100.02,7,0
319,668,36661.2,BUY,100.02,6,0
320,670,36687.4,BUY,100,11,0
321,670,36687.4,BUY,100.02,2,0
322,670,36687.4,BUY,100.02,1,0
323,674,36807.3,SELL,99.99,11,0
324,676,36844,SELL,99.99,13,0
325,678,36935.8,SELL,99.99,10,0
326,687,37338,SELL,99.98,6,0
327,688,37400.1,BUY,99.99,18,0
328,693,37677.7,SELL,99.98,4,0
329,693,37677.7,SELL,99.98,6,0
330,695,37769.1,BUY,99.99,3,0
331,695,37769.1,BUY,100.02,5,0
332,695,37769.1,BUY,100.02,4,0
333,696,37865.2,SELL,99.98,1,0
334,696,37865.2,SELL,99.98,5,0
335,699,37999,SELL,99.98,1,0
336,704,38064,BUY,99.98,6,0
337,704,38064,BUY,99.99,1,0
338,708,38242.5,SELL,99.97,10,0
339,712,38337.7,BUY,99.98,6,0
340,712,38337.7,BUY,99.99,9,0
341,712,38337.7,BUY,100.01,4,0
342,712,38337.7,BUY,100.02,6,0
343,712,38337.7,BUY,100.02,11,0
344,712,38337.7,BUY,100.02,1,0
345,714,38493,SELL,99.97,3,0
346,714,38493,SELL,99.97,6,0
347,717,38580.1,SELL,99.97,1,0
348,717,38580.1,SELL,99.97,3,0
349,717,38580.1,SELL,99.97,8,0
350,719,38641.1,SELL,99.97,4,0
351,719,38641.1,SELL,99.97,7,0
352,720,38659.8,SELL,99.97,5,0
353,722,38693.8,SELL,99.97,4,0
354,722,38693.8,SELL,99.97,8,0
355,722,38693.8,SELL,99.97,8,0
356,722,38693.8,SELL,99.96,20,0
357,723,38697.9,SELL,99.96,16,0
358,723,38697.9,SELL,99.96,12,0
359,726,38745.4,SELL,99.96,20,0
360,731,39175.2,SELL,99.96,12,0
361,737,39432,SELL,99.96,8,0
362,740,39591.6,BUY,99.97,12,0
363,743,39761.8,BUY,99.97,1,0
364,743,39761.8,BUY,99.97,12,0
365,768,41299.4,SELL,99.98,4,0
366,769,41313.8,BUY,99.99,13,0
367,771,41467,BUY,100,10,0
368,774,41937.1,BUY,100,1,0
369,774,41937.1,BUY,100,8,0
370,775,41965.9,BUY,100,5,0
371,775,41965.9,BUY,100,1,0
372,777,42065.2,BUY,100,8,0
373,777,42065.2,BUY,100,6,0
374,778,42206,BUY,100,3,0
375,778,42206,BUY,100.01,6,0
376,778,42206,BUY,100.01,1,0
377,780,42415,BUY,100.01,5,0
378,780,42415,BUY,100.01,7,0
379,780,42415,BUY,100.01,1,0
380,784,42509.1,SELL,99.99,3,0
381,784,42509.1,SELL,99.98,11,0
382,784,42509.1,SELL,99.98,3,0
383,788,42689.1,SELL,99.98,6,0
384,790,42802.3,SELL,99.98,9,0
385,790,42802.3,SELL,99.96,1,0
386,792,42934.7,BUY,100.01,8,0
387,793,42966.6,BUY,100.01,9,0
388,793,42966.6,BUY,100.01,12,0
389,793,42966.6,BUY,100.02,1,0
390,797,43278.5,BUY,100.02,8,0
391,797,43278.5,BUY,100.02,12,0
392,808,44029.7,BUY,100.01,7,0
393,819,44724.4,BUY,100.01,6,0
394,819,44724.4,BUY,100.02,6,0
395,827,45123.2,BUY,100.01,11,0
396,829,45298.4,SELL,100,15,0
397,829,45298.4,SELL,99.99,3,0
398,832,45680.4,BUY,100.01,10,0
399,833,45815.7,SELL,99.99,3,0
400,835,45866.5,SELL,99.99,6,0
401,844,46143.6,SELL,99.99,16,0
402,857,46531.9,SELL,99.99,25,0
403,859,46591.3,SELL,99.99,3,0
404,859,46591.3,SELL,99.99,11,0
405,859,46591.3,SELL,99.99,5,0
406,859,46591.3,SELL,99.98,5,0
407,860,46688.5,SELL,99.98,13,0
408,861,46725.5,BUY,100,7,0
409,862,46915.3,BUY,100,11,0
410,862,46915.3,BUY,100.01,3,0
411,862,46915.3,BUY,100.01,7,0
412,865,47088.1,SELL,99.98,7,0
413,865,47088.1,SELL,99.98,2,0
414,866,47121.7,BUY,100.01,42,0
415,868,47161.2,SELL,99.98,4,0
416,868,47161.2,SELL,99.98,10,0
417,870,47200.6,SELL,99.98,2,0
418,870,47200.6,SELL,99.98,2,0
419,888,47907.4,SELL,99.98,7,0
420,890,48196.2,SELL,99.98,1,0
421,890,48196.2,SELL,99.97,11,0
422,890,48196.2,SELL,99.97,5,0
423,890,48196.2,SELL,99.97,1,0
424,891,48213.9,SELL,99.97,4,0
425,893,48360.1,SELL,99.96,5,0
426,893,48360.1,SELL,99.96,11,0
427,895,48384.5,SELL,99.96,4,0
428,895,48384.5,SELL,99.96,8,0
429,896,48408,SELL,99.96,3,0
430,896,48408,SELL,99.96,4,0
431,897,48484.7,SELL,99.96,6,0
432,899,48621,SELL,99.96,2,0
433,899,48621,SELL,99.96,8,0
434,906,48928.2,BUY,99.97,4,0
435,909,49043.7,BUY,99.97,11,0
436,909,49043.7,BUY,99.98,1,0
437,911,49206.9,BUY,99.98,11,0
438,912,49338.7,SELL,99.96,7,0
439,912,49338.7,SELL,99.96,6,0
440,913,49437.7,SELL,99.96,4,0
441,913,49437.7,SELL,99.96,1,0
442,914,49464.8,BUY,99.98,4,0
443,914,49464.8,BUY,99.98,5,0
444,915,49508.5,SELL,99.96,5,0
445,915,49508.5,SELL,99.95,3,0
446,920,49752,SELL,99.95,8,0
447,920,49752,SELL,99.95,8,0
448,921,49767.3,SELL,99.95,2,0
449,921,49767.3,SELL,99.95,17,0
450,921,49767.3,SELL,99.95,3,0
451,924,49804.7,BUY,99.96,7,0
452,930,50197.6,SELL,99.95,7,0
453,931,50271.3,BUY,99.96,5,0
454,931,50271.3,BUY,99.98,1,0
455,932,50297,BUY,99.98,10,0
456,935,50431.5,SELL,99.95,1,0
457,935,50431.5,SELL,99.95,8,0
458,935,50431.5,SELL,99.95,7,0
459,935,50431.5,SELL,99.95,1,0
460,938,50533.8,SELL,99.95,24,0
461,940,50613.6,BUY,99.96,5,0
462,940,50613.6,BUY,99.98,7,0
463,941,50623.6,BUY,99.98,7,0
464,941,50623.6,BUY,99.98,10,0
465,942,50667.9,SELL,99.95,7,0
466,943,50736.6,SELL,99.95,10,0
467,944,50742.8,SELL,99.95,19,0
468,948,50824.1,SELL,99.95,9,0
469,949,50940.4,SELL,99.95,3,0
470,949,50940.4,SELL,99.95,12,0
471,949,50940.4,SELL,99.95,7,0
472,949,50940.4,SELL,99.95,2,0
473,950,50951.7,SELL,99.95,16,0
474,950,50951.7,SELL,99.95,7,0
475,950,50951.7,SELL,99.95,6,0
476,950,50951.7,SELL,99.95,10,0
477,951,50997,SELL,99.95,8,0
478,952,51061.4,SELL,99.95,3,0
479,952,51061.4,SELL,99.95,8,0
480,955,51172.5,SELL,99.95,5,0
481,958,51355.1,SELL,99.95,13,0
482,958,51355.1,SELL,99.95,5,0
483,971,52097.6,SELL,99.95,2,0
484,971,52097.6,SELL,99.95,4,0
485,980,52512.7,SELL,99.95,1,0
486,980,52512.7,SELL,99.95,7,0
487,980,52512.7,SELL,99.95,11,0
488,980,52512.7,SELL,99.95,14,0
489,980,52512.7,SELL,99.95,3,0
490,985,52728.2,SELL,99.95,8,0
491,989,52848.6,SELL,99.95,9,0
492,989,52848.6,SELL,99.95,4,0
493,1006,53639.8,SELL,99.95,4,0
494,1006,53639.8,SELL,99.95,9,0
495,1006,53639.8,SELL,99.95,5,0
496,1014,53955.5,SELL,99.95,3,0
497,1014,53955.5,SELL,99.95,5,0
498,1014,53955.5,SELL,99.95,2,0
499,1017,54040.1,BUY,99.96,2,0
500,1022,54148.5,BUY,99.96,9,0
501,1026,54262.9,SELL,99.95,5,0
502,1026,54262.9,SELL,99.95,8,0
503,1026,54262.9,SELL,99.95,2,0
504,1027,54280.4,SELL,99.95,2,0
505,1027,54280.4,SELL,99.95,12,0
506,1031,54409.5,SELL,99.95,6,0
507,1031,54409.5,SELL,99.95,6,0
508,1038,54704.9,SELL,99.95,7,0
509,1041,54730.8,SELL,99.95,4,0
510,1041,54730.8,SELL,99.95,4,0
511,1055,55106.3,BUY,99.95,1,0
512,1055,55106.3,BUY,99.95,12,0
513,1062,55289.2,SELL,99.94,9,0
514,1063,55306.4,BUY,99.95,3,0
515,1064,55426.7,BUY,99.96,1,0
516,1064,55426.7,BUY,99.96,3,0
517,1064,55426.7,BUY,99.96,3,0
518,1065,55451.4,BUY,99.96,6,0
519,1067,55570.9,BUY,99.96,2,0
520,1067,55570.9,BUY,99.96,4,0
521,1074,55970.4,SELL,99.96,2,0
522,1074,55970.4,SELL,99.94,13,0
523,1076,56070.5,SELL,99.94,11,0
524,1078,56258.5,BUY,99.96,23,0
525,1085,56548.3,SELL,99.95,20,0
526,1093,56918,SELL,99.95,8,0
527,1093,56918,SELL,99.95,5,0
528,1099,57295.7,SELL,99.95,3,0
529,1099,57295.7,SELL,99.94,1,0
530,1101,57383.5,SELL,99.94,5,0
531,1102,57391.9,BUY,99.96,2,0
532,1102,57391.9,BUY,99.96,7,0
533,1102,57391.9,BUY,99.97,1,0
534,1103,57425.7,SELL,99.94,2,0
535,1103,57425.7,SELL,99.94,8,0
536,1105,57491.5,SELL,99.94,5,0
537,1108,57566.6,BUY,99.97,8,0
538,1108,57566.6,BUY,99.97,6,0
539,1108,57566.6,BUY,99.97,8,0
540,1115,58023.2,SELL,99.94,6,0
541,1118,58130.1,SELL,99.94,1,0
542,1118,58130.1,SELL,99.94,10,0
543,1118,58130.1,SELL,99.94,2,0
544,1119,58149,SELL,99.94,4,0
545,1119,58149,SELL,99.94,1,0
546,1123,58379.7,SELL,99.94,4,0
547,1123,58379.7,SELL,99.94,20,0
548,1123,58379.7,SELL,99.94,7,0
549,1123,58379.7,SELL,99.94,2,0
550,1125,58437.8,BUY,99.97,12,0
551,1125,58437.8,BUY,99.97,3,0
552,1126,58493.7,SELL,99.94,3,0
553,1128,58570.4,SELL,99.94,7,0
554,1133,58729.5,SELL,99.94,6,0
555,1133,58729.5,SELL,99.94,1,0
556,1136,58908.7,SELL,99.94,10,0
557,1138,58988.8,SELL,99.94,14,0
558,1138,58988.8,SELL,99.94,1,0
559,1140,59085.3,SELL,99.94,11,0
560,1141,59142,SELL,99.94,5,0
561,1142,59152.8,SELL,99.94,4,0
562,1143,59253.3,SELL,99.94,3,0
563,1146,59330.1,SELL,99.94,1,0
564,1146,59330.1,SELL,99.94,6,0
565,1146,59330.1,SELL,99.94,5,0
566,1147,59331.8,SELL,99.94,7,0
567,1149,59464.1,BUY,99.95,4,0
568,1150,59519.3,BUY,99.95,12,0
569,1152,59563.7,BUY,99.95,7,0
570,1152,59563.7,BUY,99.97,7,0
571,1153,59647.5,SELL,99.94,3,0
572,1153,59647.5,SELL,99.94,14,0
573,1153,59647.5,SELL,99.94,2,0
574,1155,59783.1,BUY,99.97,1,0
575,1155,59783.1,BUY,99.97,8,0
576,1157,59789.6,SELL,99.94,2,0
577,1159,59819,SELL,99.94,4,0
578,1159,59819,SELL,99.94,18,0
579,1162,59904.7,SELL,99.94,4,0
580,1165,59985.8,BUY,99.97,4,0
581,1165,59985.8,BUY,99.97,4,0
582,1165,59985.8,BUY,99.98,3,0
583,1166,60036.9,SELL,99.94,1,0
584,1166,60036.9,SELL,99.94,11,0
585,1166,60036.9,SELL,99.94,3,0
586,1168,60146.2,SELL,99.94,1,0
587,1168,60146.2,SELL,99.94,6,0
588,1170,60183.9,SELL,99.94,7,0
589,1171,60207.7,SELL,99.94,13,0
590,1174,60289.5,BUY,99.96,4,0
591,1174,60289.5,BUY,99.98,3,0
592,1175,60332.4,SELL,99.94,9,0
593,1179,60623.1,BUY,99.98,9,0
594,1179,60623.1,BUY,99.98,7,0
595,1179,60623.1,BUY,99.98,4,0
596,1180,60775.4,SELL,99.94,4,0
597,1180,60775.4,SELL,99.94,2,0
598,1181,60848.1,SELL,99.94,3,0
599,1183,61027.2,SELL,99.94,4,0
600,1186,61073.4,SELL,99.94,7,0
601,1187,61083.5,SELL,99.94,7,0
602,1188,61092.3,SELL,99.94,6,0
603,1189,61099.5,SELL,99.94,6,0
604,1192,61179.7,BUY,99.98,5,0
605,1192,61179.7,BUY,99.98,7,0
606,1196,61306.5,SELL,99.94,8,0
607,1197,61311.3,SELL,99.94,2,0
608,1197,61311.3,SELL,99.94,10,0
609,1202,61454,SELL,99.94,11,0
610,1203,61459.6,BUY,99.97,13,0
611,1203,61459.6,BUY,99.98,2,0
612,1205,61560.7,BUY,99.98,1,0
613,1205,61560.7,BUY,99.98,4,0
614,1206,61575.2,SELL,99.94,4,0
615,1206,61575.2,SELL,99.94,1,0
616,1209,62043.1,SELL,99.94,7,0
617,1209,62043.1,SELL,99.94,6,0
618,1209,62043.1,SELL,99.94,3,0
619,1211,62137.1,SELL,99.94,7,0
620,1211,62137.1,SELL,99.94,9,0
621,1215,62160.9,SELL,99.94,1,0
622,1215,62160.9,SELL,99.94,15,0
623,1215,62160.9,SELL,99.94,23,0
624,1215,62160.9,SELL,99.94,11,0
625,1215,62160.9,SELL,99.94,11,0
626,1218,62367.8,SELL,99.94,5,0
627,1218,62367.8,SELL,99.94,9,0
628,1219,62484,SELL,99.94,7,0
629,1219,62484,SELL,99.94,9,0
630,1221,62542.8,BUY,99.98,1,0
631,1221,62542.8,BUY,99.98,5,0
632,1223,62668.6,BUY,99.98,7,0
633,1223,62668.6,BUY,99.98,8,0
634,1226,62902.2,SELL,99.94,4,0
635,1226,62902.2,SELL,99.94,13,0
636,1227,62908.8,BUY,99.98,4,0
637,1227,62908.8,BUY,99.99,2,0
638,1229,63052.6,SELL,99.94,20,0
639,1229,63052.6,SELL,99.94,2,0
640,1232,63366.1,SELL,99.94,9,0
641,1232,63366.1,SELL,99.93,8,0
642,1233,63400.7,SELL,99.93,13,0
643,1234,63425.5,SELL,99.93,1,0
644,1234,63425.5,SELL,99.93,7,0
645,1236,63492.4,SELL,99.93,8,0
646,1240,63772.6,BUY,99.99,13,0
647,1241,63838.6,SELL,99.93,1,0
648,1241,63838.6,SELL,99.93,5,0
649,1241,63838.6,SELL,99.93,6,0
650,1242,63929.5,BUY,99.99,2,0
651,1242,63929.5,BUY,99.99,7,0
652,1243,63933.5,SELL,99.93,3,0
653,1245,64003.1,BUY,99.96,8,0
654,1245,64003.1,BUY,99.99,6,0
655,1247,64074.8,SELL,99.93,3,0
656,1247,64074.8,SELL,99.93,13,0
657,1247,64074.8,SELL,99.93,3,0
658,1247,64074.8,SELL,99.93,6,0
659,1247,64074.8,SELL,99.93,2,0
660,1248,64081.4,SELL,99.93,3,0
661,1251,64214.3,SELL,99.93,6,0
662,1255,64247,SELL,99.93,5,0
663,1256,64314.6,BUY,99.99,11,0
664,1256,64314.6,BUY,99.99,7,0
665,1257,64416.2,SELL,99.93,3,0
666,1259,64734.6,SELL,99.93,1,0
